Designator,Mid X,Mid Y,Rotation,Layer
J1,4.95,15.75,90.0,top
J2,45.0,15.75,270.0,top
J3,13.0,15.97,0.0,bottom
TP1,24.0,29.94,0.0,top
TP10,24.0,7.08,0.0,top
TP12,29.0,2.0,0.0,top
TP3,29.0,24.86,0.0,top
TP4,24.0,22.32,0.0,top
TP5,29.0,19.78,0.0,top
TP6,24.0,17.24,0.0,top
TP7,29.0,14.7,0.0,top
TP8,24.0,12.16,0.0,top
TP9,29.0,9.62,0.0,top
