Designator,Mid X,Mid Y,Rotation,Layer
J1,56.395,75.91,0.0,top
JP1,39.865,76.025,180.0,top
RV1,27.625,73.275,180.0,top
TH1,39.015,41.5,0.0,top
U1,39.0,52.1,0.0,top
U2,39.0,30.8,0.0,top
U3,43.5,54.4,180.0,bottom
U4,43.5,33.1,180.0,bottom
