Designator,Mid X,Mid Y,Rotation,Layer
J1,26.0,73.25,0.0,top
U1,27.11,54.75,0.0,top
U2,62.09,54.3,180.0,bottom
U3,20.5,19.0,180.0,top
U4,52.14,16.35,0.0,top
