Designator,Footprint,Quantity,Value,LCSC Part #
J5,504050-1091,1,504050-1091,C5375652
"JP1, JP2",HDRV3W64P0X254_1X3_762X254X869P,2,Conn_01x03,C2915006
R1,0603,1,6.04k,C114631
R2,0603,1,8.2k,C114637
R3,0603,1,3.0k,C126358
R4,0603,1,4.7k,C99782
TH1,0402,1,10k NTC,C336815
TP1,Keystone_5000,1,Red,C5199900
TP2,Keystone_5000,1,Black,C238122
"TP3, TP4, TP5",Keystone_5002,3,White,C238123
