Designator,Mid X,Mid Y,Rotation,Layer
J1,56.42,5.645,0.0,top
J2,61.42,5.645,0.0,top
J3,66.42,5.645,0.0,top
J4,71.42,5.645,0.0,top
J5,64.645,72.9,0.0,top
J6,34.7,75.09,270.0,top
JP1,41.225,6.175,180.0,top
JP2,44.15,76.76,180.0,top
R1,53.92,6.475,90.0,top
R2,58.92,6.475,90.0,top
R3,63.92,6.475,90.0,top
R4,68.92,6.475,90.0,top
TH1,39.0,43.65,0.0,top
TP4,27.11,77.23,270.0,top
TP5,22.96,77.23,270.0,top
