Designator,Mid X,Mid Y,Rotation,Layer
J1,81.75,20.05,0.0,top
J2,17.25,17.0,0.0,top
J3,35.45,17.0,0.0,top
J4,64.739652,16.869999,0.0,top
J5,46.3,20.0,0.0,top
J6,6.2,2.5,90.0,top
